,rewards
5093,-2.8125
5094,-3.4375
5095,-2.1875
5096,-1.875
5097,-2.5
5098,-3.125
5099,-2.1875
5100,-1.25
5101,-1.875
5102,-1.5625
5103,-2.8125
5104,-1.5625
5105,-1.5625
5106,-3.75
5107,-2.5
5108,-3.75
5109,-3.75
5110,-2.8125
5111,-3.4375
5112,-2.1875
5113,-1.875
5114,-3.4375
5115,-2.1875
5116,-2.8125
5117,-2.5
5118,-3.4375
5119,-4.0625
5120,-1.5625
5121,-1.875
5122,-1.5625
5123,-2.1875
5124,-2.8125
5125,-1.5625
5126,-2.5
5127,-3.75
5128,-1.25
5129,-3.125
5130,-1.875
5131,-2.5
5132,-3.75
5133,-3.75
5134,-1.5625
5135,-3.125
5136,-3.125
5137,-3.125
5138,-2.1875
5139,-2.5
5140,-2.8125
5141,-3.125
5142,-2.1875
5143,-2.5
5144,-2.1875
5145,-3.125
5146,-3.4375
5147,-2.1875
5148,-2.8125
5149,-2.8125
5150,-2.8125
5151,-1.875
5152,-3.125
5153,-3.125
5154,-2.8125
5155,-3.4375
5156,-1.875
5157,-2.8125
5158,-1.5625
5159,-2.5
5160,-3.4375
5161,-2.5
5162,-3.125
5163,-3.4375
5164,-1.875
5165,-2.8125
5166,-2.8125
5167,-2.1875
5168,-3.75
5169,-3.125
5170,-2.5
5171,-1.875
5172,-3.125
5173,-2.1875
5174,-2.5
5175,-4.0625
5176,-2.8125
5177,-3.125
5178,-2.1875
5179,-3.75
5180,-3.125
5181,-2.8125
5182,-0.9375
5183,-3.4375
5184,-2.1875
5185,-3.125
5186,-2.5
5187,-0.0
5188,-3.125
5189,-3.125
5190,-1.875
5191,-5.0
5192,-2.8125
5193,-2.5
5194,-3.75
5195,-1.5625
5196,-2.1875
5197,-2.1875
5198,-1.5625
5199,-2.5
5200,-0.0
5201,-2.1875
5202,-1.5625
5203,-2.1875
5204,-3.125
5205,-3.4375
5206,-5.625
5207,-2.1875
5208,-2.8125
5209,-2.5
5210,-1.875
5211,-3.125
5212,-3.125
5213,-4.375
5214,-3.125
5215,-3.125
5216,-2.5
5217,-1.875
5218,-2.5
5219,-3.4375
5220,-2.5
5221,-0.9375
5222,-2.5
5223,-2.5
5224,-3.125
5225,-2.8125
5226,-1.875
5227,-4.6875
5228,-1.5625
5229,-1.875
5230,-1.25
5231,-1.25
5232,-2.5
5233,-3.4375
5234,-5.0
5235,-4.6875
5236,-1.875
5237,-1.5625
5238,-2.1875
5239,-1.25
5240,-2.1875
5241,-5.0
5242,-2.1875
5243,-2.8125
5244,-2.5
5245,-3.125
5246,-1.875
5247,-3.125
5248,-0.9375
5249,-2.1875
5250,-2.5
5251,-2.1875
5252,-3.125
5253,-2.1875
5254,-0.0
5255,-3.125
5256,-8.125
5257,-2.8125
5258,-1.875
5259,-2.5
5260,-0.3125
5261,-0.0
5262,-3.125
5263,-1.875
5264,-0.625
5265,-4.0625
5266,-0.0
5267,-3.4375
5268,-0.3125
5269,-1.875
5270,-4.0625
5271,-1.875
5272,-2.1875
5273,-2.5
5274,-0.0
5275,-0.0
5276,-1.25
5277,-9.0625
5278,-4.0625
5279,-0.0
5280,-0.625
5281,-0.625
5282,-5.9375
5283,-2.5
5284,-0.9375
5285,-3.125
5286,-0.9375
5287,-1.875
5288,-1.25
5289,-3.125
5290,-1.875
5291,-2.5
5292,-3.125
5293,-2.8125
5294,-4.0625
5295,-2.5
5296,-2.1875
5297,-3.75
5298,-2.1875
5299,-0.9375
5300,-2.1875
5301,-2.1875
5302,-1.875
5303,-0.0
